Company,Job,Salary,Location,Year
GENENTECH USA INC,ARTIFICIAL BUSINESS INTELLIGENCE ANALYST,179878.0,"SOUTH SAN FRANCISCO, CA",2023
QUEST IT SOLUTIONS INC,ARTIFICIAL INTELLIGENCE  MACHINE LEARNING ENGINEER,70886.0,"SUGARLAND, TX",2023
APPLE INC,ARTIFICIAL INTELLIGENCE  MACHINE LEARNING RESIDENT,141710.0,"CAMBRIDGE, MA",2023
SIMPLEBET INC,ARTIFICIAL INTELLIGENCE &amp; MACHINE LEARNING,180000.0,"NEW YORK, NY",2023
PROTEIN EVOLUTION INC,ARTIFICIAL INTELLIGENCE AI LEAD,225000.0,"SAN FRANCISCO, CA",2023
THOUGHTFUL AUTOMATION INC,ARTIFICIAL INTELLIGENCE AI PROGRAM MANAGER,200000.0,"AUSTIN, TX",2023
ASCENDION INC (FORMERLY KNOWN AS COLLABERA INC),ARTIFICIAL INTELLIGENCE AI SYSTEM ARCHITECT,169431.0,"BASKING RIDGE, NJ",2023
ACCENTURE LLP,ARTIFICIAL INTELLIGENCE ASSOCIATE PRINCIPAL,156900.0,"SAN JOSE, CA",2023
PREDICTIVE HEALTHCARE INC,ARTIFICIAL INTELLIGENCE DATA SCIENCE ENGINEER,75000.0,"BEDFORD, MA",2023
MENSCHFORCE LLC,ARTIFICIAL INTELLIGENCE DEVELOPER,72000.0,"HOUSTON, TX",2023
RAVEN APPLIED TECHNOLOGIES LLC,ARTIFICIAL INTELLIGENCE DEVELOPMENT ENGINEER,101200.0,"SCOTTSDALE, AZ",2023
CYTOVERIS INC,ARTIFICIAL INTELLIGENCE ENGINEER,96054.0,"FARMINGTON, CT",2023
BLOOMFIELD ROBOTICS,ARTIFICIAL INTELLIGENCE ENGINEER,102000.0,"PITTSBURGH, PA",2023
ELEVANCE HEALTH INC,ARTIFICIAL INTELLIGENCE ENGINEER,192941.0,"PALO ALTO, CA",2023
MIRCOTEC INC,ARTIFICIAL INTELLIGENCE MANAGER,200000.0,"FREMONT, CA",2023
THE HUNTINGTON NATIONAL BANK,ARTIFICIAL INTELLIGENCE PRODUCT OWNER,108326.0,"COLUMBUS, OH",2023
SHELL INTERNATIONAL EXPLORATION AND PRODUCTION INC,ARTIFICIAL INTELLIGENCE RESIDENT - 1,145000.0,"HOUSTON, TX",2023
SHELL GLOBAL SOLUTIONS US INC,ARTIFICIAL INTELLIGENCE RESIDENT - 2,130000.0,"HOUSTON, TX",2023
ZEBRA TECHNOLOGIES CORPORATION,ARTIFICIAL INTELLIGENCE SCIENTIST II,98904.0,"FRISCO, TX",2023
TUDOR INVESTMENT CORPORATION,ARTIFICIAL INTELLIGENCE SOFTWARE ENGINEER,275000.0,"NEW YORK, NY",2023
