Company,Job,Salary,Location,Year
GSR TECHNOLOGIES INC,DATA SCIENCE ANALYST BIG DATA ENGINEER,85000.0,"IRVINE, CA",2015
APPLE INC,DATA SCIENCE ENGINEER,87000.0,"AUSTIN, TX",2015
TWO SIGMA INVESTMENTS LLC,DATA SCIENCE ENGINEER,130000.0,"NEW YORK, NY",2015
INFORMATION RESOURCES INC,DATA SCIENCE MANAGER,51106.0,"CHICAGO, IL",2015
WAYFAIR LLC,DATA SCIENCE MANAGER,93662.0,"BOSTON, MA",2015
UBER TECHNOLOGIES INC,DATA SCIENCE MANAGER,140000.0,"SAN FRANCISCO, CA",2015
UBER TECHNOLOGIES INC,DATA SCIENCE SCIENTIST,115000.0,"SAN FRANCISCO, CA",2015
ADATAO INC,DATA SCIENCE SOFTWARE ENGINEER,108161.0,"MOUNTAIN VIEW, CA",2015
SOLOMON CONSULTING GROUP LLC,DATA SCIENTIST,114000.0,"LENEXA, KS",2015
4RC IO LLC,DATA SCIENTIST,130000.0,"MCLEAN, VA",2015
ANTHEM INC,DATA SCIENTIST,60466.0,"CHICAGO, IL",2015
VIRTUE GROUP LLC,DATA SCIENTIST,65500.0,"ALPHARETTA, GA",2015
WHOOP INC,DATA SCIENTIST,70000.0,"BOSTON, MA",2015
IBM CORPORATION,DATA SCIENTIST,71032.0,"CLEVELAND, OH",2015
IBM CORPORATION,DATA SCIENTIST,71032.0,"CLEVELAND, OH",2015
HUMANA INSURANCE COMPANY,DATA SCIENTIST,71822.0,"FREMONT, CA",2015
MOTOROLA SOLUTIONS INC,DATA SCIENTIST,74610.0,"SCHAUMBURG, IL",2015
GENERAL MOTORS COMPANY,DATA SCIENTIST,75000.0,"DETROIT, MI",2015
FEEDZAI INC,DATA SCIENTIST,80000.0,"SAN MATEO, CA",2015
MAXPOINT INTERACTIVE INC,DATA SCIENTIST,82000.0,"AUSTIN, TX",2015
MAXPOINT INTERACTIVE INC,DATA SCIENTIST,82000.0,"MORRISVILLE, NC",2015
IBM CORPORATION,DATA SCIENTIST,85000.0,"CLEVELAND, OH",2015
INSPIRE ENERGY HOLDINGS LLC,DATA SCIENTIST,85000.0,"SANTA MONICA, CA",2015
IBM CORPORATION,DATA SCIENTIST,85938.0,"FOSTER CITY, CA",2015
