Company,Job,Salary,Location,Year
GENERAL MOTORS COMPANY,MOBILE APPLICATION SYSTEM ENGINEER,78000.0,"DETROIT, MI",2015
GENERAL MOTORS COMPANY,MOBILE APPLICATION SYSTEM ENGINEER,78000.0,"DETROIT, MI",2015
APPSTEK INC,MOBILE APPS ARCHITECT,90000.0,"AUSTIN, TX",2015
IBM CORPORATION,MOBILE DESIGNER,100330.0,"NEW YORK, NY",2015
IBM CORPORATION,MOBILE DESIGNER,100330.0,"NEW YORK, NY",2015
KINSA INC,MOBILE ENGINEER,90000.0,"SAN FRANCISCO, CA",2015
LIVE NATION WORLDWIDE INC,MOBILE ENGINEER,94162.0,"SAN FRANCISCO, CA",2015
CREDIT KARMA INC,MOBILE ENGINEER,96866.0,"SAN FRANCISCO, CA",2015
PROSPER MARKETPLACE INC,MOBILE ENGINEER,96866.0,"SAN FRANCISCO, CA",2015
ANCHORFREE INC,MOBILE ENGINEER,110000.0,"MENLO PARK, CA",2015
GUIDEBOOK INC,MOBILE ENGINEER,120000.0,"SAN FRANCISCO, CA",2015
SALESFORCECOMINC,MOBILE ENGINEER IN TEST,117603.0,"SAN FRANCISCO, CA",2015
FITBIT INC,MOBILE QA ENGINEER,77064.0,"SAN FRANCISCO, CA",2015
TRIPADVISOR LLC,MOBILE SOFTWARE ENGINEER,91562.0,"NEW YORK, NY",2015
CRUNCHBASE INC,MOBILE SOFTWARE ENGINEER,115000.0,"SAN FRANCISCO, CA",2015
QBEATS INC ( FKA ECQUANT INC),MOBILE STRATEGIST,100000.0,"NEW YORK, NY",2015
WORLDSCAPE INC,MOBILE TESTER,60000.0,"AUSTIN, TX",2015
CONQUEST CONSULTING LLC,MOBILE TESTER,66000.0,"SAN JOSE, CA",2015
EMINENCE IT SOLUTIONS INC,MOBILE TESTER,70000.0,"CHATTANOOGA, TN",2015
EBAY INC,MOBILE WEB ENGINEER,123871.0,"SAN JOSE, CA",2015
DUDA MOBILE INC,MOBILE WEBSITE DESIGNER,44520.0,"PALO ALTO, CA",2015
DUDA INC,MOBILE WEBSITE DESIGNER,44520.0,"PALO ALTO, CA",2015
