Company,Job,Salary,Location,Year
PALANTIR TECHNOLOGIES INC,EMBEDDED ANALYST,110000.0,"PALO ALTO, CA",2015
PARKER HANNIFIN CORPORATION,EMBEDDED CONTROLS ENGINEER,98000.0,"CHARLOTTE, NC",2015
VOLANSYS LLC,EMBEDDED ENGINEER,87422.0,"SANTA CLARA, CA",2015
ROBERT BOSCH LLC,EMBEDDED ENGINEER,130000.0,"PALO ALTO, CA",2015
ROBERT BOSCH START-UP PLATFORM NORTH AMERICA LLC,EMBEDDED ENGINEER,130000.0,"REDWOOD CITY, CA",2015
ROBERT BOSCH START-UP PLATFORM NORTH AMERICA LLC,EMBEDDED ENGINEER,130000.0,"REDWOOD CITY, CA",2015
AMERICAN AXLE &amp; MANUFACTURING INC,EMBEDDED SOFTWARE CONTROLS ENGINEER,80000.0,"DETROIT, MI",2015
AMERICAN AXLE &amp; MANUFACTURING INC,EMBEDDED SOFTWARE CONTROLS ENGINEER,80000.0,"ROCHESTER HILLS, MI",2015
CUMMINS INC,EMBEDDED SOFTWARE ENGINEER,64700.0,"COLUMBUS, IN",2015
ROCKWELL AUTOMATION INC,EMBEDDED SOFTWARE ENGINEER,80000.0,"MEQUON, WI",2015
NEONODE AMERICAS INC,EMBEDDED SOFTWARE ENGINEER,85000.0,"SAN JOSE, CA",2015
NIFTEK INC,EMBEDDED SOFTWARE ENGINEER,89200.0,"DURHAM, NC",2015
NIFTEK INC,EMBEDDED SOFTWARE ENGINEER,89200.0,"DURHAM, NC",2015
INSENSI INC,EMBEDDED SOFTWARE ENGINEER,94000.0,"NEW YORK, NY",2015
ADAPTIVE SOUND TECHNOLOGIES INC,EMBEDDED SOFTWARE ENGINEER,99750.0,"CAMPBELL, CA",2015
INSENSI INC,EMBEDDED SOFTWARE ENGINEER,100000.0,"NEW YORK, NY",2015
NIFTEK INC,EMBEDDED SOFTWARE ENGINEER,100277.0,"SUNNYVALE, CA",2015
NIFTEK INC,EMBEDDED SOFTWARE ENGINEER,100277.0,"SUNNYVALE, CA",2015
TERADEK LLC,EMBEDDED SOFTWARE ENGINEER,103200.0,"IRVINE, CA",2015
TERADEK LLC,EMBEDDED SOFTWARE ENGINEER,103200.0,"IRVINE, CA",2015
RED DBA RED DIGITAL CINEMA COMPANY,EMBEDDED SOFTWARE ENGINEER,120000.0,"THOUSAND OAKS, CA",2015
EASI LLC,EMBEDDED SOFTWARE ENGINEER,120640.0,"LEXINGTON, KY",2015
L&amp;T TECHNOLOGY SERVICES LIMITED,EMBEDDED SOFTWARE ENGINEER &amp; TESTER,64000.0,"COOPERSBURG, PA",2015
L AND T TECHNOLOGY SERVICES LIMITED,EMBEDDED SOFTWARE ENGINEER AND TESTER,86000.0,"SANTA CLARA, CA",2015
ITRON INC,EMBEDDED SOFTWARE ENGINEER II,85000.0,"RALEIGH, NC",2015
ADENEO CORP,EMBEDDED SOFTWARE PROJECT MANAGER,83138.0,"BELLEVUE, WA",2015
L&amp;T TECHNOLOGY SERVICES LIMITED,EMBEDDED SYSTEM ENGINEER,62000.0,"COOPERSBURG, PA",2015
L&amp;T TECHNOLOGY SERVICES LIMITED,EMBEDDED SYSTEM ENGINEER,64000.0,"SAN DIEGO, CA",2015
L&amp;T TECHNOLOGY SERVICES LIMITED,EMBEDDED SYSTEM ENGINEER,64000.0,"SAN DIEGO, CA",2015
L AND T TECHNOLOGY SERVICES LIMITED,EMBEDDED SYSTEM ENGINEER,64000.0,"SAN DIEGO, CA",2015
L&amp;T TECHNOLOGY SERVICES LIMITED,EMBEDDED SYSTEM ENGINEER,72000.0,"COOPERSBURG, PA",2015
L&amp;T TECHNOLOGY SERVICES LIMITED,EMBEDDED SYSTEM ENGINEER,72000.0,"COOPERSBURG, PA",2015
L&amp;T TECHNOLOGY SERVICES LTD,EMBEDDED SYSTEM ENGINEER &amp; TESTER,66504.0,"HOLTSVILLE, NY",2015
NEXTEER AUTOMOTIVE,EMBEDDED SYSTEMS SOFTWARE ENGINEER,80000.0,"SAGINAW, MI",2015
