Company,Job,Salary,Location,Year
WYNDHAM HOTEL GROUP LLC,CLOUD ARCHITECT,112520.0,"PARSIPPANY, NJ",2020
POPULUS GROUP LLC,CLOUD ARCHITECT,166000.0,"CAMBRIDGE, MA",2020
SEARCE INC,CLOUD ARCHITECT,71739.0,"HOUSTON, TX",2020
ERP CLOUD TECHNOLOGIES LLC,CLOUD ARCHITECT,75000.0,"DORAL, FL",2020
ERP CLOUD TECHNOLOGIES LLC,CLOUD ARCHITECT,75000.0,"DORAL, FL",2020
CYBERTHINK INC,CLOUD ARCHITECT,90000.0,"ALLENTOWN, PA",2020
SOAP ENGINEERING LLC,CLOUD ARCHITECT,91998.0,"HOUSTON, TX",2020
SOAP ENGINEERING LLC,CLOUD ARCHITECT,91998.0,"HOUSTON, TX",2020
KJ INFO LLC,CLOUD ARCHITECT,93600.0,"DALLAS, TX",2020
ASOFT CONSULTING LLC,CLOUD ARCHITECT,93891.0,"EL SEGUNDO, CA",2020
SECURONIX INC,CLOUD ARCHITECT,94307.0,"ADDISON, TX",2020
CYBERTHINK INC,CLOUD ARCHITECT,94500.0,"PLANO, TX",2020
I &amp; I SOFTWARE INC,CLOUD ARCHITECT,99000.0,"ATLANTA, GA",2020
ERP CLOUD TECHNOLOGIES LLC,CLOUD ARCHITECT,100000.0,"DORAL, FL",2020
DELOITTE TOUCHE TOHMATSU SERVICES LLC,CLOUD ARCHITECT,103501.0,"TAMPA, FL",2020
MEDIAAGILITY INC,CLOUD ARCHITECT,108784.0,"SAN JOSE, CA",2020
SUMERU INC,CLOUD ARCHITECT,110000.0,"HERNDON, VA",2020
HANU SOFTWARE SOLUTIONS INC,CLOUD ARCHITECT,110000.0,"PRINCETON, NJ",2020
9LOGIC TECHNOLOGIES INC,CLOUD ARCHITECT,113381.0,"REDMOND, WA",2020
9LOGIC TECHNOLOGIES INC,CLOUD ARCHITECT,113381.0,"REDMOND, WA",2020
9LOGIC TECHNOLOGIES INC,CLOUD ARCHITECT,113381.0,"REDMOND, WA",2020
COGNITIVE TECHNOLOGY SOLUTIONS INC,CLOUD ARCHITECT,117600.0,"WILMINGTON, DE",2020
SRK SYSTEMS INC,CLOUD ARCHITECT,117770.0,"SOUTH SAN FRANCISCO, CA",2020
SRK SYSTEMS INC,CLOUD ARCHITECT,117770.0,"SOUTH SAN FRANCISCO, CA",2020
SRK SYSTEMS INC,CLOUD ARCHITECT,124758.0,"SOUTH SAN FRANCISCO, CA",2020
SRK SYSTEMS INC,CLOUD ARCHITECT,124758.0,"SOUTH SAN FRANCISCO, CA",2020
