Company,Job,Salary,Location,Year
GINGERIO INC,SECURITY &amp; COMPLIANCE ANALYST,135000.0,"SAN FRANCISCO, CA",2020
SNOWFLAKE INC,SECURITY &amp; COMPLIANCE MANAGER,122574.0,"FREMONT, CA",2020
SNOWFLAKE INC,SECURITY &amp; COMPLIANCE MANAGER,122574.0,"SAN MATEO, CA",2020
RAYTHEON TECHNOLOGIES CORPORATION,SECURITY &amp; GOVERNANCE LEAD,104104.0,"FARMINGTON, CT",2020
XENONINFOTEK INC,SECURITY ADMINISTRATOR,73960.0,"IRVING, TX",2020
KSN TECHNOLOGIES INC,SECURITY ADMINISTRATOR,82000.0,"CHICAGO, IL",2020
CROWN EQUIPMENT CORPORTATION,SECURITY ADMINISTRATOR,115000.0,"NEW BREMEN, OH",2020
TECHLINK SYSTEMS INC,SECURITY ADMINISTRATOR I,92000.0,"MARYSVILLE, OH",2020
TECHLINK SYSTEMS INC,SECURITY ADMINISTRATOR I,92000.0,"MARYSVILLE, OH",2020
TECHLINK SYSTEMS INC,SECURITY ADMINISTRATOR I,92000.0,"MARYSVILLE, OH",2020
NTT DATA SERVICES LLC,SECURITY ANALYSIS STRATEGIC ADVISOR,122925.0,"IRVING, TX",2020
METAHORIZON INC,SECURITY ANALYST,60000.0,"BALDWIN PARK, CA",2020
XENONINFOTEK INC,SECURITY ANALYST,85660.0,"MARLBOROUGH, MA",2020
XENONINFOTEK INC,SECURITY ANALYST,88340.0,"MARLBOROUGH, MA",2020
SOFTWARE ENTERPRISE LLC,SECURITY ANALYST,98480.0,"ENGLEWOOD CLIFFS, NJ",2020
SOFTWARE ENTERPRISE LLC,SECURITY ANALYST,98480.0,"EDISON, NJ",2020
I BRAIN SOLUTIONS LLC,SECURITY ANALYST,98480.0,"ENGLEWOOD CLIFFS, NJ",2020
I BRAIN SOLUTIONS LLC,SECURITY ANALYST,98480.0,"EDISON, NJ",2020
PRECISION TECHNOLOGIES CORP,SECURITY ANALYST,98720.0,"MONMOUTH JUNCTION, NJ",2020
PRECISION TECHNOLOGIES CORP,SECURITY ANALYST,98720.0,"MONMOUTH JUNCTION, NJ",2020
ARTECH LLC,SECURITY ANALYST,105040.0,"MOUNTAIN VIEW, CA",2020
POPULUS GROUP LLC,SECURITY ANALYST,112000.0,"DRAPER, UT",2020
POPULUS GROUP LLC,SECURITY ANALYST,122000.0,"HILLSBORO, OR",2020
POPULUS GROUP LLC,SECURITY ANALYST,124000.0,"HILLSBORO, OR",2020
WIRB-COPERNICUS GROUP INC,SECURITY ANALYST,63419.0,"HAMILTON, NJ",2020
CDATASYSTEMS INC,SECURITY ANALYST,64272.0,"GREENFIELD, IN",2020
SHEILDX NETWORKS INC,SECURITY ANALYST,69971.0,"SAN JOSE, CA",2020
ANCESTRYCOM OPERATIONS INC,SECURITY ANALYST,70470.0,"LEHI, UT",2020
EPSOFT TECHNOLOGIES LLC,SECURITY ANALYST,75500.0,"DULUTH, GA",2020
EPSOFT TECHNOLOGIES LLC,SECURITY ANALYST,75500.0,"FARMERS BRANCH, TX",2020
MPG OPERATIONS LLC,SECURITY ANALYST,76898.0,"NEW YORK, NY",2020
WEBCOM GROUP INC,SECURITY ANALYST,77000.0,"ATLANTA, GA",2020
WEBCOM GROUP INC,SECURITY ANALYST,77000.0,"ATLANTA, GA",2020
APPLAB SYSTEMS INC,SECURITY ANALYST,77605.0,"LEXINGTON, KY",2020
SPRINGSHINE CONSULTING INC,SECURITY ANALYST,79040.0,"MADISON, WI",2020
EGIS SYSTEMS LLC,SECURITY ANALYST,80000.0,"FRANKLIN, TN",2020
