Company,Job,Salary,Location,Year
IBM INDIA PRIVATE LIMITED,SECURITY AND PRIVACY CONSULTANT,71958.0,"MINNEAPOLIS, MN",2014
IBM INDIA PRIVATE LIMITED,SECURITY AND PRIVACY CONSULTANT,75005.0,"SAINT PAUL, MN",2014
IBM INDIA PRIVATE LTD,SECURITY AND PRIVACY CONSULTANT,98220.0,"DALLAS, TX",2014
CIGITAL INC,SECURITY CONSULTANT,96000.0,"DULLES, VA",2014
GOOGLE INC,SECURITY ENGINEER,97500.0,"MOUNTAIN VIEW, CA",2014
GOOGLE INC,SECURITY ENGINEER,170000.0,"MOUNTAIN VIEW, CA",2014
AMAZON WEB SERVICES INC,SECURITY ENGINEER II,135000.0,"SEATTLE, WA",2014
