Company,Job,Salary,Location,Year
NTENT INC,MACHINE LEARNING  SOFTWARE ENGINEER,130000.0,"CARLSBAD, CA",2019
NTENT INC,MACHINE LEARNING  SOFTWARE ENGINEER,135000.0,"CARLSBAD, CA",2019
LOOP NOW TECHNOLOGIES INC,MACHINE LEARNING ANALYST,80000.0,"REDWOOD CITY, CA",2019
OVERSTOCKCOM INC,MACHINE LEARNING ANALYST,85000.0,"MIDVALE, UT",2019
LEAP ORBIT LLC,MACHINE LEARNING AND ARTIFICIAL INTELLIGENCE ENGINEER,95000.0,"COLUMBIA, MD",2019
SHOPPERTRAK RCT CORPORATION,MACHINE LEARNING AND DATA SCIENTIST,97885.0,"CHICAGO, IL",2019
HOLOGIC INC,MACHINE LEARNING AND IMAGE PROCESSING SCIENTIST,131997.0,"SANTA CLARA, CA",2019
HOLOGIC INC,MACHINE LEARNING AND IMAGE PROCESSING SCIENTIST,131997.0,"SANTA CLARA, CA",2019
ITERATE STUDIO INC,MACHINE LEARNING AND PLATFORM ENGINEER,115000.0,"SAN JOSE, CA",2019
ADOBE INC,MACHINE LEARNING APPLIED RESEARCH ENGINEER,122408.0,"SAN JOSE, CA",2019
GLASSDOOR INC,MACHINE LEARNING ARCHITECT,220048.0,"SAN FRANCISCO, CA",2019
HOLOGIC INC,MACHINE LEARNING ARCHITECTURE SCIENTIST,160000.0,"SANTA CLARA, AR",2019
JPMORGAN CHASE &amp; CO,MACHINE LEARNING ASSOCIATE,130000.0,"NEW YORK, NY",2019
ZAPPOSCOM LLC,MACHINE LEARNING COMPUTER RESEARCH SCIENTIST,190000.0,"SEATTLE, WA",2019
ANAPLAN INC,MACHINE LEARNING DATA ANALYST,70000.0,"MINNEAPOLIS, MN",2019
FORD MOTOR COMPANY,MACHINE LEARNING DATA SCIENTIST,61140.0,"DEARBORN, MI",2019
CRANIUM CAFE LLC,MACHINE LEARNING DATA SCIENTIST,66040.0,"SALT LAKE CITY, UT",2019
CRANIUM CAFE LLC,MACHINE LEARNING DATA SCIENTIST,66040.0,"SALT LAKE CITY, UT",2019
CRISIS TEXT LINE INC,MACHINE LEARNING DATA SCIENTIST,109000.0,"NEW YORK, NY",2019
WAYFAIR LLC,MACHINE LEARNING DATA SCIENTIST,110000.0,"BOSTON, MA",2019
APPLE INC,MACHINE LEARNING DATA SCIENTIST,122408.0,"CUPERTINO, CA",2019
ACTIVISION BLIZZARD MEDIA LLC,MACHINE LEARNING DATA SCIENTIST,130000.0,"SAN FRANCISCO, CA",2019
APPLE INC,MACHINE LEARNING DATA SCIENTIST,145000.0,"CUPERTINO, CA",2019
