Company,Job,Salary,Location,Year
SEGMENTIO INC,DATA SCIENCE,170000.0,"SAN FRANCISCO, CA",2019
BELK INC,DATA SCIENCE &amp; FORECAST ANALYST,82000.0,"CHARLOTTE, NC",2019
MICRON TECHNOLOGY INC,DATA SCIENCE &amp; PROCESS CONTROLS ENGINEERING PROJECT MANAGER,88230.0,"BOISE, ID",2019
INDIANA UNIVERSITY HEALTH INC,DATA SCIENCE ANALYST,57700.0,"INDIANPOLIS, IN",2019
INFORMATION RESOURCES INC,DATA SCIENCE ANALYST,53934.0,"CHICAGO, IL",2019
BANNER HEALTH,DATA SCIENCE ANALYST,66560.0,"PHOENIX, AZ",2019
OLD NATIONAL BANK,DATA SCIENCE ANALYST,67155.0,"EVANSVILLE, IN",2019
PETRO INC,DATA SCIENCE ANALYST,69534.0,"WOODBURY, NY",2019
BLUE CROSS BLUE SHIELD OF MICHIGAN,DATA SCIENCE ANALYST,71836.0,"DETROIT, MI",2019
ATRIA MANAGEMENT COMPANY LLC,DATA SCIENCE ANALYST,72904.0,"LOUISVILLE, KY",2019
WIT INC,DATA SCIENCE ANALYST,73500.0,"TROY, MI",2019
INMOMENT INC,DATA SCIENCE ANALYST,75000.0,"SOUTH JORDAN, UT",2019
DISCOVERY COMMUNICATIONS LLC,DATA SCIENCE ANALYST,75696.0,"NEW YORK, NY",2019
DISCOVERY COMMUNICATIONS LLC,DATA SCIENCE ANALYST,75696.0,"NEW YORK, NY",2019
ANALYTIC PARTNERS INC,DATA SCIENCE ANALYST,80000.0,"NEW YORK, NY",2019
MAYO CLINIC,DATA SCIENCE ANALYST,80579.0,"ROCHESTER, MN",2019
JD POWER,DATA SCIENCE ANALYST,81189.0,"WESTLAKE VILLAGE, CA",2019
KENSHO TECHNOLOGIES LLC,DATA SCIENCE ANALYST,84000.0,"NEW YORK, NY",2019
DISCOVERY COMMUNICATIONS LLC,DATA SCIENCE ANALYST,85000.0,"NEW YORK CITY, NY",2019
DISCOVERY COMMUNICATIONS LLC,DATA SCIENCE ANALYST,85000.0,"NEW YORK, NY",2019
