Company,Job,Salary,Location,Year
JETLORE INC F/K/A QWHISPR INC,MACHINE LEARNING &amp; DATA MINING ARCHITECT,131000.0,"SAN MATEO, CA",2017
EVERSTRING TECHNOLOGY LIMITED,MACHINE LEARNING BACKEND ENGINEER,140000.0,"SAN MATEO, CA",2017
MYNTRA INC,MACHINE LEARNING DATA SCIENTIST,120000.0,"PALO ALTO, CA",2017
MYNTRA INC,MACHINE LEARNING DATA SCIENTIST,120000.0,"PALO ALTO, CA",2017
APPLE INC,MACHINE LEARNING ENG,100000.0,"SEATTLE, WA",2017
APPLE INC,MACHINE LEARNING ENG,105000.0,"SEATTLE, WA",2017
APPLE INC,MACHINE LEARNING ENG,110000.0,"CUPERTINO, CA",2017
APPLE INC,MACHINE LEARNING ENG,115000.0,"CUPERTINO, CA",2017
APPLE INC,MACHINE LEARNING ENG,120000.0,"CUPERTINO, CA",2017
APPLE INC,MACHINE LEARNING ENG,125000.0,"SEATTLE, WA",2017
APPLE INC,MACHINE LEARNING ENG,131976.0,"SEATTLE, WA",2017
APPLE INC,MACHINE LEARNING ENG,140000.0,"CUPERTINO, CA",2017
APPLE INC,MACHINE LEARNING ENG,140000.0,"SEATTLE, WA",2017
APPLE INC,MACHINE LEARNING ENG,140000.0,"CUPERTINO, CA",2017
APPLE INC,MACHINE LEARNING ENG,155000.0,"CUPERTINO, CA",2017
APPLE INC,MACHINE LEARNING ENG,165000.0,"CUPERTINO, CA",2017
APPLE INC,MACHINE LEARNING ENG,166900.0,"CUPERTINO, CA",2017
APPLE INC,MACHINE LEARNING ENG,168210.0,"CUPERTINO, CA",2017
APPLE INC,MACHINE LEARNING ENG,200000.0,"CUPERTINO, CA",2017
APPLE INC,MACHINE LEARNING ENG,200000.0,"CUPERTINO, CA",2017
ASAPP INC,MACHINE LEARNING ENGINEER,120200.0,"NEW YORK, NY",2017
HITHINK FINANCIAL SERVICES INC,MACHINE LEARNING ENGINEER,55800.0,"SCHAUMBURG, IL",2017
VMAXX INC,MACHINE LEARNING ENGINEER,68827.0,"IRVING, TX",2017
MEASURED SEARCH INC,MACHINE LEARNING ENGINEER,75000.0,"NORTHBROOK, IL",2017
CROWDAI INC,MACHINE LEARNING ENGINEER,85000.0,"MOUNTAIN VIEW, CA",2017
QUALCOMM TECHNOLOGIES INC,MACHINE LEARNING ENGINEER,89600.0,"SAN DIEGO, CA",2017
STARSKY ROBOTICS INC,MACHINE LEARNING ENGINEER,90000.0,"SAN FRANCISCO, CA",2017
CONTEXT RELEVANT INC,MACHINE LEARNING ENGINEER,90000.0,"SEATTLE, WA",2017
