Company,Job,Salary,Location,Year
NVIDIA CORPORATION,DEEP LEARNING ARCHITECT,134287.0,"SANTA CLARA, CA",2021
MICRON TECHNOLOGY INC,DEEP LEARNING COMPILER ENGINEER,160000.0,"SEATTLE, WA",2021
APTONET INC,DEEP LEARNING COMPUTER VISION SCIENTIST,125008.0,"ATLANTA, GA",2021
APTONET INC,DEEP LEARNING COMPUTER VISION SCIENTIST,125008.0,"ATLANTA, GA",2021
SBOT TECHNOLOGIES INC,DEEP LEARNING CV ENGINEER,100526.0,"NEW YORK, NY",2021
SPECTRAL MD INC,DEEP LEARNING DATA SCIENTIST,93579.0,"DALLAS, TX",2021
BAIDU USA LLC,DEEP LEARNING DEVELOPER,181500.0,"SUNNYVALE, CA",2021
ARRIVER SOFTWARE INC,DEEP LEARNING ENGINEER,99323.0,"NOVI, MI",2021
MEGH COMPUTING INC,DEEP LEARNING ENGINEER,105000.0,"SAN JOSE, CA",2021
VOLVO CAR TECHNOLOGY USA LLC,DEEP LEARNING ENGINEER,146250.0,"SUNNYVALE, CA",2021
FOCAL SYSTEMS INC,DEEP LEARNING ENGINEER,178000.0,"BURLINGAME, CA",2021
FOCAL SYSTEMS INC,DEEP LEARNING ENGINEER,180000.0,"BURLINGAME, CA",2021
RIVIAN AUTOMOTIVE LLC,"DEEP LEARNING ENGINEER, SELF-DRIVING",170000.0,"PALO ALTO, CA",2021
RIVIAN AUTOMOTIVE LLC,"DEEP LEARNING ENGINEER, SELF-DRIVING",170000.0,"PALO ALTO, CA",2021
NAUTO INC,DEEP LEARNING ENGINEER-SCENE UNDERSTANDING,145725.0,"PALO ALTO, CA",2021
CRUISE LLC,DEEP LEARNING INFERENCE ENGINEER,180000.0,"SAN FRANCISCO, CA",2021
ASTER ENTERPRISES INC,DEEP LEARNING RESEARCH ENGINEER,101000.0,"CONCORD, MA",2021
SAMSUNG SEMICONDUCTOR INC,DEEP LEARNING RESEARCH SCIENTIST,188631.0,"SAN JOSE, CA",2021
NVIDIA CORPORATION,DEEP LEARNING SAFETY COMPILER TECHNICAL PROGRAM MANAGER,210000.0,"SANTA CLARA, CA",2021
AI THERAPEUTICS INC,DEEP LEARNING SCIENTIST,145000.0,"ALBUQUERQUE, NM",2021
TUSIMPLE INC,DEEP LEARNING SOFTWARE ENGINEER,102835.0,"SAN DIEGO, CA",2021
NVIDIA CORPORATION,DEEP LEARNING SOFTWARE ENGINEER,150000.0,"SANTA CLARA, CA",2021
NVIDIA CORPORATION,DEEP LEARNING SOFTWARE PRODUCT MANAGER,115544.0,"SANTA CLARA, CA",2021
